add-yield-s,12,1000,24000,-966632127,-40276,0
add-yield-m,12,10000,240000,413431328,1722,0
add-yield-c,12,10000,240000,166063811,691,0
add-s,1,10000,20000,586063,29,0
add-m,1,10000,20000,938016,46,0
add-c,1,10000,20000,712575,35,0
add-s,2,10000,40000,4203025,105,0
add-m,2,10000,40000,6067743,151,0
add-c,2,10000,40000,4858898,121,0
add-s,4,10000,80000,14193358,177,0
add-m,4,10000,80000,11060941,138,0
add-c,4,10000,80000,9048956,113,0
add-s,8,10000,160000,46618385,291,0
add-m,8,10000,160000,20867378,130,0
add-c,8,10000,160000,20668812,129,0
add-s,12,10000,240000,107294922,447,0
add-m,12,10000,240000,25744192,107,0
add-c,12,10000,240000,27928386,116,0
