add-yield-c,4,10000,80000,-931282000,-11641,0
add-yield-s,4,1000,8000,10837000,1354,0
add-yield-m,8,10000,160000,-40255000,-251,0
add-yield-c,8,10000,160000,42316000,264,0
add-yield-s,8,1000,16000,134605000,8412,0
add-yield-m,12,10000,240000,590321000,2459,0
add-yield-c,12,10000,240000,-474024000,-1975,0
add-yield-s,12,1000,24000,130690000,5445,0
add-m,1,10000,20000,667000,33,0
add-c,1,10000,20000,476000,23,0
add-s,1,10000,20000,332000,16,0
add-m,2,10000,40000,125853000,3146,0
add-c,2,10000,40000,3079000,76,0
add-s,2,10000,40000,2369000,59,0
add-m,4,10000,80000,-578804000,-7235,0
add-c,4,10000,80000,10969000,137,0
add-s,4,10000,80000,18392000,229,0
add-m,8,10000,160000,864732000,5404,0
add-c,8,10000,160000,7036000,43,0
add-s,8,10000,160000,-959112000,-5994,0
add-m,12,10000,240000,301213000,1255,0
add-c,12,10000,240000,27791000,115,0
add-s,12,10000,240000,96696000,402,0
